DL,UL,Timestamp,content,A,B,C,D
1300.6876,890.4212,408,"Location[gps 40.460771,-88.097344 acc=10 et=+18h27m12s162ms alt=209.0 vel=3.75 bear=24.3 {Bundle[mParcelledData.dataSize=40]}]",10,209,3.75,24.3
738.6217,0,409,"Location[gps 40.460761,-88.097072 acc=10 et=+18h27m16s162ms alt=207.0 vel=9.25 bear=102.7 {Bundle[mParcelledData.dataSize=40]}]",10,207,9.25,102.7
1051.4523,904.57983,410,"Location[gps 40.460648,-88.096480 acc=10 et=+18h27m20s167ms alt=208.0 vel=12.25 bear=109.6 {Bundle[mParcelledData.dataSize=40]}]",10,208,12.25,109.6
906.3942,929.20544,411,"Location[gps 40.460580,-88.096071 acc=12 et=+18h27m24s164ms alt=206.0 vel=8.0 bear=105.6 {Bundle[mParcelledData.dataSize=40]}]",12,206,8,105.6
1939.517,953.43054,412,"Location[gps 40.460574,-88.096071 acc=11 et=+18h27m28s162ms alt=205.0 vel=0.0 {Bundle[mParcelledData.dataSize=40]}]",11,205,0,0
1314.1553,1594.9912,413,"Location[gps 40.460545,-88.096077 acc=11 et=+18h27m32s162ms alt=204.0 vel=0.0 {Bundle[mParcelledData.dataSize=40]}]",11,204,0,0
1439.481,988.4019,414,"Location[gps 40.460538,-88.096069 acc=10 et=+18h27m36s162ms alt=204.0 vel=0.0 {Bundle[mParcelledData.dataSize=40]}]",10,204,0,0
1306.4868,0,415,"Location[gps 40.460540,-88.096061 acc=10 et=+18h27m40s174ms alt=206.0 vel=0.0 {Bundle[mParcelledData.dataSize=40]}]",10,206,0,0
1037.6578,1021.9405,416,"Location[gps 40.460485,-88.095868 acc=10 et=+18h27m44s162ms alt=203.0 vel=11.25 bear=109.3 {Bundle[mParcelledData.dataSize=40]}]",10,203,11.25,109.3
456.5924,0,417,"Location[gps 40.460140,-88.094375 acc=11 et=+18h27m52s169ms alt=195.0 vel=15.75 bear=106.5 {Bundle[mParcelledData.dataSize=40]}]",11,195,15.75,106.5
1501.3746,998.03546,418,"Location[gps 40.459962,-88.093630 acc=11 et=+18h27m56s174ms alt=191.0 vel=15.5 bear=107.6 {Bundle[mParcelledData.dataSize=40]}]",11,191,15.5,107.6
264.5968,1060.0253,419,"Location[gps 40.459809,-88.092947 acc=11 et=+18h28m0s169ms alt=190.0 vel=15.75 bear=107.5 {Bundle[mParcelledData.dataSize=40]}]",11,190,15.75,107.5
0,1082.4359,420,"Location[gps 40.459614,-88.092237 acc=11 et=+18h28m4s162ms alt=191.0 vel=16.25 bear=108.0 {Bundle[mParcelledData.dataSize=40]}]",11,191,16.25,108
0,1026.0364,421,"Location[gps 40.459491,-88.091498 acc=13 et=+18h28m8s172ms alt=189.0 vel=15.5 bear=105.2 {Bundle[mParcelledData.dataSize=40]}]",13,189,15.5,105.2
21.146746,1038.5237,422,"Location[gps 40.459249,-88.090697 acc=11 et=+18h28m12s163ms alt=194.0 vel=17.25 bear=107.5 {Bundle[mParcelledData.dataSize=40]}]",11,194,17.25,107.5
1389.0297,4238.3455,423,"Location[gps 40.459094,-88.089896 acc=12 et=+18h28m16s170ms alt=196.0 vel=17.5 bear=104.3 {Bundle[mParcelledData.dataSize=40]}]",12,196,17.5,104.3
556.6363,904.57983,424,"Location[gps 40.459118,-88.088708 acc=13 et=+18h28m22s162ms alt=197.0 vel=17.5 bear=91.0 {Bundle[mParcelledData.dataSize=40]}]",13,197,17.5,91
1501.7913,1122.7899,425,"Location[gps 40.459118,-88.088708 acc=13 et=+18h28m22s162ms alt=197.0 vel=17.5 bear=91.0 {Bundle[mParcelledData.dataSize=40]}]",13,197,17.5,91
144.951,1667.7269,426,"Location[gps 40.459068,-88.087254 acc=12 et=+18h28m29s172ms alt=196.0 vel=17.5 bear=90.4 {Bundle[mParcelledData.dataSize=40]}]",12,196,17.5,90.4
1252.159,1089.3451,427,"Location[gps 40.459091,-88.086399 acc=11 et=+18h28m33s172ms alt=195.0 vel=17.5 bear=89.6 {Bundle[mParcelledData.dataSize=40]}]",11,195,17.5,89.6
1033.3976,4343.825,428,"Location[gps 40.459065,-88.085554 acc=10 et=+18h28m37s179ms alt=195.0 vel=17.75 bear=89.1 {Bundle[mParcelledData.dataSize=40]}]",10,195,17.75,89.1
0,1019.9048,429,"Location[gps 40.458983,-88.082942 acc=15 et=+18h28m49s162ms alt=198.0 vel=19.25 bear=95.4 {Bundle[mParcelledData.dataSize=40]}]",15,198,19.25,95.4
0,1071.1134,430,"Location[gps 40.458983,-88.082942 acc=15 et=+18h28m49s162ms alt=198.0 vel=19.25 bear=95.4 {Bundle[mParcelledData.dataSize=40]}]",15,198,19.25,95.4
439.4824,1036.4215,431,"Location[gps 40.459054,-88.081517 acc=11 et=+18h28m55s161ms alt=198.0 vel=20.5 bear=89.4 {Bundle[mParcelledData.dataSize=40]}]",11,198,20.5,89.4
1419.4889,2047.9688,432,"Location[gps 40.459070,-88.080502 acc=11 et=+18h28m59s162ms alt=196.0 vel=21.5 bear=90.3 {Bundle[mParcelledData.dataSize=40]}]",11,196,21.5,90.3
577.6142,4115.693,433,"Location[gps 40.459070,-88.079436 acc=11 et=+18h29m3s168ms alt=198.0 vel=22.5 bear=90.4 {Bundle[mParcelledData.dataSize=40]}]",11,198,22.5,90.4
515.5469,1001.9417,434,"Location[gps 40.459005,-88.077283 acc=13 et=+18h29m11s161ms alt=199.0 vel=22.75 bear=90.2 {Bundle[mParcelledData.dataSize=40]}]",13,199,22.75,90.2
1362.9332,990.31366,435,"Location[gps 40.459005,-88.077283 acc=13 et=+18h29m11s161ms alt=199.0 vel=22.75 bear=90.2 {Bundle[mParcelledData.dataSize=40]}]",13,199,22.75,90.2
754.59406,4334.0195,436,"Location[gps 40.458959,-88.075653 acc=13 et=+18h29m17s177ms alt=195.0 vel=24.25 bear=91.7 {Bundle[mParcelledData.dataSize=40]}]",13,195,24.25,91.7
408.73032,1115.4514,437,"Location[gps 40.459111,-88.072616 acc=20 et=+18h29m27s161ms alt=193.0 vel=27.5 bear=89.2 {Bundle[mParcelledData.dataSize=40]}]",20,193,27.5,89.2
1192.1749,971.52216,438,"Location[gps 40.459123,-88.070278 acc=14 et=+18h29m34s162ms alt=193.0 vel=28.75 bear=91.1 {Bundle[mParcelledData.dataSize=40]}]",14,193,28.75,91.1
843.845,1057.8351,439,"Location[gps 40.459123,-88.070278 acc=14 et=+18h29m34s162ms alt=193.0 vel=28.75 bear=91.1 {Bundle[mParcelledData.dataSize=40]}]",14,193,28.75,91.1
566.8956,932.59045,440,"Location[gps 40.459017,-88.066069 acc=13 et=+18h29m46s161ms alt=189.0 vel=30.0 bear=90.7 {Bundle[mParcelledData.dataSize=40]}]",13,189,30,90.7
1270.203,898.23193,441,"Location[gps 40.459017,-88.066069 acc=13 et=+18h29m46s161ms alt=189.0 vel=30.0 bear=90.7 {Bundle[mParcelledData.dataSize=40]}]",13,189,30,90.7
834.95325,1560.9518,442,"Location[gps 40.459028,-88.063833 acc=11 et=+18h29m52s161ms alt=195.0 vel=30.75 bear=90.6 {Bundle[mParcelledData.dataSize=40]}]",11,195,30.75,90.6
878.0356,1117.8868,443,"Location[gps 40.459036,-88.062363 acc=11 et=+18h29m56s169ms alt=197.0 vel=30.75 bear=90.3 {Bundle[mParcelledData.dataSize=40]}]",11,197,30.75,90.3
401.98303,1060.0253,444,"Location[gps 40.458994,-88.060856 acc=10 et=+18h30m0s168ms alt=199.0 vel=30.5 bear=89.8 {Bundle[mParcelledData.dataSize=40]}]",10,199,30.5,89.8
1044.8982,1343.8115,445,"Location[gps 40.458986,-88.059384 acc=10 et=+18h30m4s168ms alt=197.0 vel=30.75 bear=90.4 {Bundle[mParcelledData.dataSize=40]}]",10,197,30.75,90.4
255.70023,2461.50075,446,"Location[gps 40.458984,-88.056524 acc=10 et=+18h30m12s172ms alt=197.0 vel=30.5 bear=89.6 {Bundle[mParcelledData.dataSize=40]}]",10,197,30.5,89.6
302.8303,887.3348,447,"Location[gps 40.458988,-88.054716 acc=13 et=+18h30m17s160ms alt=197.0 vel=30.25 bear=91.2 {Bundle[mParcelledData.dataSize=40]}]",13,197,30.25,91.2
692.3936,902.9845,448,"Location[gps 40.458988,-88.054716 acc=13 et=+18h30m17s160ms alt=197.0 vel=30.25 bear=91.2 {Bundle[mParcelledData.dataSize=40]}]",13,197,30.25,91.2
1877.744,890.4212,449,"Location[gps 40.459020,-88.052212 acc=11 et=+18h30m24s161ms alt=196.0 vel=30.5 bear=89.7 {Bundle[mParcelledData.dataSize=40]}]",11,196,30.5,89.7
1574.3324,1221.9384,450,"Location[gps 40.459025,-88.050793 acc=10 et=+18h30m28s162ms alt=200.0 vel=30.5 bear=90.3 {Bundle[mParcelledData.dataSize=40]}]",10,200,30.5,90.3
959.6663,980.82794,451,"Location[gps 40.459027,-88.049372 acc=10 et=+18h30m32s175ms alt=195.0 vel=30.5 bear=89.9 {Bundle[mParcelledData.dataSize=40]}]",10,195,30.5,89.9
728.38416,0,452,"Location[gps 40.459043,-88.047902 acc=10 et=+18h30m36s161ms alt=194.0 vel=30.75 bear=90.0 {Bundle[mParcelledData.dataSize=40]}]",10,194,30.75,90
936.38885,4233.673,453,"Location[gps 40.459031,-88.046501 acc=10 et=+18h30m40s162ms alt=194.0 vel=30.25 bear=90.0 {Bundle[mParcelledData.dataSize=40]}]",10,194,30.25,90
9.488449,0,454,"Location[gps 40.459007,-88.042851 acc=13 et=+18h30m50s160ms alt=198.0 vel=30.25 bear=90.1 {Bundle[mParcelledData.dataSize=40]}]",13,198,30.25,90.1
541.7433,960.58575,455,"Location[gps 40.459007,-88.042851 acc=13 et=+18h30m50s160ms alt=198.0 vel=30.25 bear=90.1 {Bundle[mParcelledData.dataSize=40]}]",13,198,30.25,90.1
122.300156,980.82794,456,"Location[gps 40.459071,-88.039341 acc=10 et=+18h31m0s161ms alt=199.0 vel=30.75 bear=89.6 {Bundle[mParcelledData.dataSize=40]}]",10,199,30.75,89.6
1089.8394,966.0231,457,"Location[gps 40.459082,-88.037810 acc=9 et=+18h31m4s161ms alt=205.0 vel=32.0 bear=89.6 {Bundle[mParcelledData.dataSize=40]}]",9,205,32,89.6
855.21344,4182.943,458,"Location[gps 40.459077,-88.036271 acc=10 et=+18h31m8s165ms alt=205.0 vel=32.25 bear=89.9 {Bundle[mParcelledData.dataSize=40]}]",10,205,32.25,89.9
0,1047.0188,459,"Location[gps 40.459111,-88.034416 acc=12 et=+18h31m13s161ms alt=206.0 vel=31.25 bear=88.4 {Bundle[mParcelledData.dataSize=40]}]",12,206,31.25,88.4
767.89886,904.57983,460,"Location[gps 40.459143,-88.032210 acc=17 et=+18h31m19s163ms alt=207.0 vel=32.0 bear=89.7 {Bundle[mParcelledData.dataSize=40]}]",17,207,32,89.7
768.7029,1036.4215,461,"Location[gps 40.459149,-88.030659 acc=14 et=+18h31m23s171ms alt=207.0 vel=32.0 bear=89.4 {Bundle[mParcelledData.dataSize=40]}]",14,207,32,89.4
921.3963,1350.9028,462,"Location[gps 40.459142,-88.029162 acc=12 et=+18h31m27s172ms alt=204.0 vel=31.75 bear=89.9 {Bundle[mParcelledData.dataSize=40]}]",12,204,31.75,89.9
880.8189,1137.7605,463,"Location[gps 40.459138,-88.027704 acc=11 et=+18h31m31s169ms alt=206.0 vel=30.25 bear=89.7 {Bundle[mParcelledData.dataSize=40]}]",11,206,30.25,89.7
899.1967,3878.72875,464,"Location[gps 40.459147,-88.026255 acc=10 et=+18h31m35s167ms alt=205.0 vel=30.5 bear=89.3 {Bundle[mParcelledData.dataSize=40]}]",10,205,30.5,89.3
376.7716,1062.2245,465,"Location[gps 40.459146,-88.024753 acc=11 et=+18h31m39s163ms alt=205.0 vel=31.0 bear=89.0 {Bundle[mParcelledData.dataSize=40]}]",11,205,31,89
484.05255,4528.233,466,"Location[gps 40.459148,-88.023357 acc=10 et=+18h31m43s161ms alt=206.0 vel=31.25 bear=89.4 {Bundle[mParcelledData.dataSize=40]}]",10,206,31.25,89.4
91.60841,867.7834,467,"Location[gps 40.459143,-88.020486 acc=13 et=+18h31m51s160ms alt=206.0 vel=30.25 bear=91.0 {Bundle[mParcelledData.dataSize=40]}]",13,206,30.25,91
437.3889,1108.2081,468,"Location[gps 40.459143,-88.020486 acc=13 et=+18h31m51s160ms alt=206.0 vel=30.25 bear=91.0 {Bundle[mParcelledData.dataSize=40]}]",13,206,30.25,91
467.77237,962.3913,469,"Location[gps 40.459197,-88.017764 acc=9 et=+18h31m58s173ms alt=210.0 vel=32.5 bear=89.3 {Bundle[mParcelledData.dataSize=40]}]",9,210,32.5,89.3
922.76544,1057.8351,470,"Location[gps 40.459204,-88.016250 acc=10 et=+18h32m2s161ms alt=208.0 vel=31.75 bear=90.2 {Bundle[mParcelledData.dataSize=40]}]",10,208,31.75,90.2
618.4551,1023.9844,471,"Location[gps 40.459215,-88.014780 acc=10 et=+18h32m6s167ms alt=204.0 vel=31.0 bear=89.1 {Bundle[mParcelledData.dataSize=40]}]",10,204,31,89.1
134.692,1471.242,472,"Location[gps 40.459244,-88.011414 acc=11 et=+18h32m15s161ms alt=203.0 vel=31.25 bear=90.6 {Bundle[mParcelledData.dataSize=40]}]",11,203,31.25,90.6
731.6406,0,473,"Location[gps 40.459244,-88.011414 acc=11 et=+18h32m15s161ms alt=203.0 vel=31.25 bear=90.6 {Bundle[mParcelledData.dataSize=40]}]",11,203,31.25,90.6
711.2415,1087.0322,474,"Location[gps 40.459299,-88.008799 acc=10 et=+18h32m22s173ms alt=203.0 vel=30.25 bear=89.4 {Bundle[mParcelledData.dataSize=40]}]",10,203,30.25,89.4
563.7518,4363.57,475,"Location[gps 40.459301,-88.007397 acc=10 et=+18h32m26s170ms alt=203.0 vel=31.0 bear=89.7 {Bundle[mParcelledData.dataSize=40]}]",10,203,31,89.7
382.27524,1179.7056,476,"Location[gps 40.459294,-88.004494 acc=14 et=+18h32m34s160ms alt=201.0 vel=30.75 bear=90.4 {Bundle[mParcelledData.dataSize=40]}]",14,201,30.75,90.4
137.4346,1075.6138,477,"Location[gps 40.459294,-88.004494 acc=14 et=+18h32m34s160ms alt=201.0 vel=30.75 bear=90.4 {Bundle[mParcelledData.dataSize=40]}]",14,201,30.75,90.4
442.22726,1171.6068,478,"Location[gps 40.459253,-88.002332 acc=14 et=+18h32m40s170ms alt=204.0 vel=30.25 bear=96.7 {Bundle[mParcelledData.dataSize=40]}]",14,204,30.25,96.7
441.25104,0,479,"Location[gps 40.458929,-88.000934 acc=13 et=+18h32m44s163ms alt=202.0 vel=30.75 bear=107.5 {Bundle[mParcelledData.dataSize=40]}]",13,202,30.75,107.5
0,2047.9688,480,"Location[gps 40.458147,-87.997800 acc=14 et=+18h32m53s161ms alt=197.0 vel=30.75 bear=107.9 {Bundle[mParcelledData.dataSize=40]}]",14,197,30.75,107.9
149.07018,4711.5845,481,"Location[gps 40.458147,-87.997800 acc=14 et=+18h32m53s161ms alt=197.0 vel=30.75 bear=107.9 {Bundle[mParcelledData.dataSize=40]}]",14,197,30.75,107.9
0,949.89276,482,"Location[gps 40.456926,-87.992735 acc=12 et=+18h33m8s160ms alt=186.0 vel=30.5 bear=109.1 {Bundle[mParcelledData.dataSize=40]}]",12,186,30.5,109.1
0,3160.445667,483,"Location[gps 40.456926,-87.992735 acc=12 et=+18h33m8s160ms alt=186.0 vel=30.5 bear=109.1 {Bundle[mParcelledData.dataSize=40]}]",12,186,30.5,109.1
108.572174,914.2718,484,"Location[gps 40.456243,-87.988793 acc=11 et=+18h33m19s160ms alt=193.0 vel=31.5 bear=92.1 {Bundle[mParcelledData.dataSize=40]}]",11,193,31.5,92.1
182.49551,4233.673,485,"Location[gps 40.456243,-87.988793 acc=11 et=+18h33m19s160ms alt=193.0 vel=31.5 bear=92.1 {Bundle[mParcelledData.dataSize=40]}]",11,193,31.5,92.1
81.20819,1828.5436,486,"Location[gps 40.456290,-87.984747 acc=11 et=+18h33m30s160ms alt=199.0 vel=30.5 bear=89.3 {Bundle[mParcelledData.dataSize=40]}]",11,199,30.5,89.3
197.74895,1380.0328,487,"Location[gps 40.456290,-87.984747 acc=11 et=+18h33m30s160ms alt=199.0 vel=30.5 bear=89.3 {Bundle[mParcelledData.dataSize=40]}]",11,199,30.5,89.3
1012.94257,0,488,"Location[gps 40.456317,-87.982207 acc=10 et=+18h33m37s160ms alt=201.0 vel=30.25 bear=88.6 {Bundle[mParcelledData.dataSize=40]}]",10,201,30.25,88.6
480.8285,4160.283,489,"Location[gps 40.456302,-87.980748 acc=10 et=+18h33m41s161ms alt=201.0 vel=31.25 bear=88.5 {Bundle[mParcelledData.dataSize=40]}]",10,201,31.25,88.5
214.7075,962.3913,490,"Location[gps 40.456331,-87.978499 acc=10 et=+18h33m47s159ms alt=202.0 vel=31.5 bear=88.5 {Bundle[mParcelledData.dataSize=40]}]",10,202,31.5,88.5
793.47943,1163.6187,491,"Location[gps 40.456331,-87.978499 acc=10 et=+18h33m47s159ms alt=202.0 vel=31.5 bear=88.5 {Bundle[mParcelledData.dataSize=40]}]",10,202,31.5,88.5
279.11066,1007.8586,492,"Location[gps 40.456372,-87.975974 acc=9 et=+18h33m54s162ms alt=203.0 vel=30.5 bear=88.5 {Bundle[mParcelledData.dataSize=40]}]",9,203,30.5,88.5
0,0,493,"Location[gps 40.456419,-87.974522 acc=9 et=+18h33m58s161ms alt=202.0 vel=30.75 bear=88.8 {Bundle[mParcelledData.dataSize=40]}]",9,202,30.75,88.8
0,1044.882,494,"Location[gps 40.456448,-87.973095 acc=9 et=+18h34m2s171ms alt=201.0 vel=30.75 bear=88.9 {Bundle[mParcelledData.dataSize=40]}]",9,201,30.75,88.9
0,0,495,"Location[gps 40.456468,-87.971643 acc=9 et=+18h34m6s160ms alt=201.0 vel=30.5 bear=88.5 {Bundle[mParcelledData.dataSize=40]}]",9,201,30.5,88.5
9.936636,1101.0585,496,"Location[gps 40.456507,-87.970211 acc=10 et=+18h34m10s170ms alt=201.0 vel=30.25 bear=88.8 {Bundle[mParcelledData.dataSize=40]}]",10,201,30.25,88.8
0,0,497,"Location[gps 40.456507,-87.970211 acc=10 et=+18h34m10s170ms alt=201.0 vel=30.25 bear=88.8 {Bundle[mParcelledData.dataSize=40]}]",10,201,30.25,88.8
216.59319,884.2698,498,"Location[gps 40.456689,-87.961186 acc=20 et=+18h34m36s159ms alt=201.0 vel=30.25 bear=88.4 {Bundle[mParcelledData.dataSize=40]}]",20,201,30.25,88.4
0,1096.343,499,"Location[gps 40.456689,-87.961186 acc=20 et=+18h34m36s159ms alt=201.0 vel=30.25 bear=88.4 {Bundle[mParcelledData.dataSize=40]}]",20,201,30.25,88.4
134.09734,1007.8586,500,"Location[gps 40.456740,-87.958840 acc=11 et=+18h34m42s167ms alt=205.0 vel=30.5 bear=87.9 {Bundle[mParcelledData.dataSize=40]}]",11,205,30.5,87.9
108.39402,3282.0012,501,"Location[gps 40.456806,-87.957379 acc=9 et=+18h34m46s170ms alt=199.0 vel=30.5 bear=87.9 {Bundle[mParcelledData.dataSize=40]}]",9,199,30.5,87.9
178.98114,1051.3187,502,"Location[gps 40.456828,-87.955892 acc=9 et=+18h34m50s164ms alt=201.0 vel=30.5 bear=87.9 {Bundle[mParcelledData.dataSize=40]}]",9,201,30.5,87.9
405.92944,1122.7899,503,"Location[gps 40.456833,-87.954408 acc=6 et=+18h34m54s168ms alt=201.0 vel=30.5 bear=89.1 {Bundle[mParcelledData.dataSize=40]}]",6,201,30.5,89.1
106.617645,3764.6482,504,"Location[gps 40.456871,-87.952957 acc=5 et=+18h34m58s170ms alt=199.0 vel=30.5 bear=88.2 {Bundle[mParcelledData.dataSize=40]}]",5,199,30.5,88.2
147.86948,1042.7539,505,"Location[gps 40.456914,-87.951504 acc=5 et=+18h35m2s165ms alt=197.0 vel=30.5 bear=88.6 {Bundle[mParcelledData.dataSize=40]}]",5,197,30.5,88.6
81.93898,4319.394,506,"Location[gps 40.456969,-87.950106 acc=5 et=+18h35m6s164ms alt=196.0 vel=30.5 bear=88.2 {Bundle[mParcelledData.dataSize=40]}]",5,196,30.5,88.2
0,2666.626,507,"Location[gps 40.456989,-87.947416 acc=17 et=+18h35m13s158ms alt=195.0 vel=32.5 bear=89.3 {Bundle[mParcelledData.dataSize=40]}]",17,195,32.5,89.3
0,1007.8586,508,"Location[gps 40.456989,-87.947416 acc=17 et=+18h35m13s158ms alt=195.0 vel=32.5 bear=89.3 {Bundle[mParcelledData.dataSize=40]}]",17,195,32.5,89.3
19.08186,2438.058,509,"Location[gps 40.456989,-87.947416 acc=17 et=+18h35m13s158ms alt=195.0 vel=32.5 bear=89.3 {Bundle[mParcelledData.dataSize=40]}]",17,195,32.5,89.3
100.13786,4517.578,510,"Location[gps 40.457201,-87.942517 acc=16 et=+18h35m27s160ms alt=199.0 vel=30.25 bear=88.5 {Bundle[mParcelledData.dataSize=40]}]",16,199,30.25,88.5
33.183704,1026.0364,511,"Location[gps 40.456989,-87.947416 acc=17 et=+18h35m13s158ms alt=195.0 vel=32.5 bear=89.3 {Bundle[mParcelledData.dataSize=40]}]",17,195,32.5,89.3
0,0,512,"Location[gps 40.457165,-87.935344 acc=10 et=+18h35m47s159ms alt=200.0 vel=30.5 bear=88.7 {Bundle[mParcelledData.dataSize=40]}]",10,200,30.5,88.7
104.74251,4196.657,513,"Location[gps 40.457185,-87.934556 acc=9 et=+18h35m49s855ms alt=200.0 vel=31.25 bear=88.2 {Bundle[mParcelledData.dataSize=40]}]",9,200,31.25,88.2
490.67175,895.0912,514,"Location[gps 40.457225,-87.931804 acc=7 et=+18h35m57s288ms alt=190.0 vel=32.5 bear=89.4 {Bundle[mParcelledData.dataSize=40]}]",7,190,32.5,89.4
322.06122,1073.3589,515,"Location[gps 40.457325,-87.928814 acc=7 et=+18h36m4s166ms alt=181.0 vel=34.0 bear=89.1 {Bundle[mParcelledData.dataSize=40]}]",7,181,34,89.1
106.859406,0,516,"Location[gps 40.457347,-87.927297 acc=7 et=+18h36m8s166ms alt=189.0 vel=30.5 bear=89.4 {Bundle[mParcelledData.dataSize=40]}]",7,189,30.5,89.4
494.76553,4280.871,517,"Location[gps 40.457329,-87.925860 acc=8 et=+18h36m12s170ms alt=189.0 vel=30.75 bear=90.4 {Bundle[mParcelledData.dataSize=40]}]",8,189,30.75,90.4
0,0,518,"Location[gps 40.457306,-87.924037 acc=11 et=+18h36m17s158ms alt=191.0 vel=31.25 bear=91.2 {Bundle[mParcelledData.dataSize=40]}]",11,191,31.25,91.2
0,0,519,"Location[gps 40.457359,-87.922421 acc=6 et=+18h36m21s479ms alt=188.0 vel=33.5 bear=90.9 {Bundle[mParcelledData.dataSize=40]}]",6,188,33.5,90.9
268.19467,941.16205,520,"Location[gps 40.457287,-87.918757 acc=9 et=+18h36m31s159ms alt=193.0 vel=29.75 bear=90.6 {Bundle[mParcelledData.dataSize=40]}]",9,193,29.75,90.6
105.80385,0,521,"Location[gps 40.457287,-87.918757 acc=9 et=+18h36m31s159ms alt=193.0 vel=29.75 bear=90.6 {Bundle[mParcelledData.dataSize=40]}]",9,193,29.75,90.6
57.665356,4304.867,522,"Location[gps 40.457326,-87.916686 acc=6 et=+18h36m37s166ms alt=196.0 vel=30.5 bear=89.8 {Bundle[mParcelledData.dataSize=40]}]",6,196,30.5,89.8
9.583334,1130.2256,523,"Location[gps 40.457350,-87.914308 acc=7 et=+18h36m44s310ms alt=191.0 vel=30.0 bear=88.1 {Bundle[mParcelledData.dataSize=40]}]",7,191,30,88.1
183.17133,1030.1654,524,"Location[gps 40.457350,-87.914308 acc=7 et=+18h36m44s310ms alt=191.0 vel=30.0 bear=88.1 {Bundle[mParcelledData.dataSize=40]}]",7,191,30,88.1
92.829865,980.82794,525,"Location[gps 40.457377,-87.911281 acc=10 et=+18h36m52s168ms alt=188.0 vel=32.5 bear=89.1 {Bundle[mParcelledData.dataSize=40]}]",10,188,32.5,89.1
392.69632,975.22327,526,"Location[gps 40.457388,-87.909722 acc=10 et=+18h36m56s164ms alt=185.0 vel=32.75 bear=89.0 {Bundle[mParcelledData.dataSize=40]}]",10,185,32.75,89
58.187218,4343.825,527,"Location[gps 40.457402,-87.908250 acc=10 et=+18h37m0s166ms alt=182.0 vel=30.5 bear=89.1 {Bundle[mParcelledData.dataSize=40]}]",10,182,30.5,89.1
21.077562,2115.6702,528,"Location[gps 40.457429,-87.905753 acc=11 et=+18h37m7s157ms alt=182.0 vel=31.0 bear=88.3 {Bundle[mParcelledData.dataSize=40]}]",11,182,31,88.3
44.51844,936.00037,529,"Location[gps 40.457429,-87.905753 acc=11 et=+18h37m7s157ms alt=182.0 vel=31.0 bear=88.3 {Bundle[mParcelledData.dataSize=40]}]",11,182,31,88.3
304.53107,881.2258,530,"Location[gps 40.457491,-87.903335 acc=10 et=+18h37m14s167ms alt=183.0 vel=29.0 bear=89.3 {Bundle[mParcelledData.dataSize=40]}]",10,183,29,89.3
0,1013.84595,531,"Location[gps 40.457582,-87.899523 acc=11 et=+18h37m27s158ms alt=177.0 vel=22.75 bear=88.7 {Bundle[mParcelledData.dataSize=40]}]",11,177,22.75,88.7
242.16151,4257.141,532,"Location[gps 40.457582,-87.899523 acc=11 et=+18h37m27s158ms alt=177.0 vel=22.75 bear=88.7 {Bundle[mParcelledData.dataSize=40]}]",11,177,22.75,88.7
69.12194,922.5084,533,"Location[gps 40.457552,-87.896916 acc=13 et=+18h37m40s159ms alt=180.0 vel=9.75 bear=96.0 {Bundle[mParcelledData.dataSize=40]}]",13,180,9.75,96
46.848667,1047.0188,534,"Location[gps 40.457552,-87.896916 acc=13 et=+18h37m40s159ms alt=180.0 vel=9.75 bear=96.0 {Bundle[mParcelledData.dataSize=40]}]",13,180,9.75,96
711.95166,1019.9048,535,"Location[gps 40.457534,-87.896661 acc=11 et=+18h37m46s163ms alt=176.0 vel=1.5 bear=92.4 {Bundle[mParcelledData.dataSize=40]}]",11,176,1.5,92.4
495.10657,4182.943,536,"Location[gps 40.457545,-87.896473 acc=10 et=+18h37m50s162ms alt=175.0 vel=5.25 bear=84.8 {Bundle[mParcelledData.dataSize=40]}]",10,175,5.25,84.8
0,0,537,"Location[gps 40.457566,-87.895008 acc=11 et=+18h37m58s158ms alt=171.0 vel=22.5 bear=88.3 {Bundle[mParcelledData.dataSize=40]}]",11,171,22.5,88.3
230.64275,0,538,"Location[gps 40.457596,-87.892633 acc=12 et=+18h38m5s157ms alt=166.0 vel=32.25 bear=91.1 {Bundle[mParcelledData.dataSize=40]}]",12,166,32.25,91.1
230.46011,0,539,"Location[gps 40.457652,-87.889289 acc=11 et=+18h38m14s159ms alt=170.0 vel=30.75 bear=89.0 {Bundle[mParcelledData.dataSize=40]}]",11,170,30.75,89
407.02502,925.84485,540,"Location[gps 40.457652,-87.889289 acc=11 et=+18h38m14s159ms alt=170.0 vel=30.75 bear=89.0 {Bundle[mParcelledData.dataSize=40]}]",11,170,30.75,89
260.9728,1053.4818,541,"Location[gps 40.457595,-87.886854 acc=10 et=+18h38m21s160ms alt=164.0 vel=30.0 bear=89.9 {Bundle[mParcelledData.dataSize=40]}]",10,164,30,89.9
0,994.1596,542,"Location[gps 40.457601,-87.885400 acc=10 et=+18h38m25s164ms alt=164.0 vel=29.5 bear=89.6 {Bundle[mParcelledData.dataSize=40]}]",10,164,29.5,89.6
323.115,955.2093,543,"Location[gps 40.457613,-87.884036 acc=10 et=+18h38m29s164ms alt=165.0 vel=28.5 bear=90.1 {Bundle[mParcelledData.dataSize=40]}]",10,165,28.5,90.1
234.03072,999.9847,544,"Location[gps 40.457614,-87.880868 acc=11 et=+18h38m39s157ms alt=167.0 vel=27.0 bear=89.7 {Bundle[mParcelledData.dataSize=40]}]",11,167,27,89.7
